,ad_id,spend,date
1781,706966,61.91,2021-06-29
1782,338591,13.05,2021-06-08
1783,115589,32.88,2021-08-21
1784,984310,93.16,2021-07-21
1785,427443,21.59,2021-07-27
1786,416416,15.9,2021-07-23
1787,288315,23.43,2021-07-21
1788,436244,96.49,2021-08-30
1789,418718,79.86,2021-06-24
1790,420569,64.82,2021-07-12
1791,668251,26.12,2021-08-16
1792,766393,42.19,2021-07-01
1793,998109,65.55,2021-07-23
1794,352702,16.89,2021-06-05
1795,101967,11.39,2021-08-24
1796,600378,56.7,2021-07-13
1797,128028,41.66,2021-06-29
1798,815886,99.26,2021-06-02
1799,224367,18.84,2021-07-12
1800,743929,23.25,2021-07-13
1801,681903,89.31,2021-07-10
1802,347291,34.24,2021-08-09
1803,836194,10.31,2021-07-25
1804,552068,3.16,2021-07-17
1805,475629,55.75,2021-08-20
1806,320763,32.26,2021-07-20
1807,284646,78.86,2021-06-18
1808,701016,14.96,2021-08-03
1809,963932,49.06,2021-08-20
1810,721498,12.3,2021-08-04
1811,127308,37.18,2021-08-06
1812,588828,40.47,2021-07-17
1813,952920,78.04,2021-07-18
1814,567049,25.73,2021-06-28
1815,882239,60.02,2021-07-28
1816,571311,28.59,2021-08-27
1817,755581,70.7,2021-06-06
1818,577948,45.77,2021-06-08
1819,901735,90.62,2021-07-16
1820,434128,56.85,2021-08-19
1821,254467,78.41,2021-07-20
1822,462573,65.08,2021-07-15
1823,652235,24.53,2021-08-20
1824,469367,66.29,2021-08-17
1825,458736,36.9,2021-07-25
1826,297140,44.96,2021-07-10
1827,578005,66.83,2021-07-23
1828,222637,9.59,2021-08-03
1829,975455,39.69,2021-07-07
1830,530145,20.65,2021-06-03
1831,646567,67.28,2021-06-21
1832,702485,25.3,2021-06-11
1833,658805,88.06,2021-07-01
1834,688277,77.59,2021-07-03
1835,671760,39.74,2021-08-26
1836,660190,32.03,2021-06-26
1837,195561,99.56,2021-06-22
1838,453047,96.37,2021-08-14
1839,217554,42.04,2021-06-24
1840,610257,89.39,2021-06-16
1841,485130,79.81,2021-07-02
1842,689010,1.29,2021-06-01
1843,849711,90.98,2021-08-23
1844,747677,35.65,2021-08-13
1845,976501,31.12,2021-08-10
1846,160935,13.87,2021-06-03
1847,612271,59.39,2021-07-27
1848,270349,4.4,2021-06-25
1849,102704,47.58,2021-08-13
1850,815611,64.38,2021-06-23
1851,741635,1.21,2021-07-06
1852,139127,77.9,2021-06-15
1853,802993,91.64,2021-08-28
1854,393753,65.37,2021-06-07
1855,569295,98.11,2021-08-01
1856,837769,7.78,2021-06-26
1857,813258,7.58,2021-07-20
1858,885980,19.59,2021-07-31
1859,590294,59.73,2021-07-17
1860,237523,92.0,2021-08-21
1861,903151,6.73,2021-08-22
1862,587204,78.15,2021-08-22
1863,321960,59.96,2021-08-28
1864,353917,31.24,2021-08-15
1865,891485,15.76,2021-06-08
1866,735147,12.94,2021-07-26
1867,931350,1.59,2021-08-19
1868,546064,95.98,2021-06-02
1869,230326,72.02,2021-07-18
1870,235495,14.38,2021-07-10
1871,258146,51.7,2021-06-03
1872,958768,19.25,2021-07-27
1873,162615,29.07,2021-08-04
1874,124117,53.36,2021-06-03
1875,711891,72.12,2021-06-12
1876,694507,77.79,2021-08-29
1877,456221,85.35,2021-06-25
1878,639200,74.22,2021-08-02
1879,121066,94.34,2021-06-19
1880,563317,87.42,2021-08-21
1881,522025,92.75,2021-07-31
1882,997628,1.87,2021-07-17
1883,129383,88.04,2021-06-11
1884,451033,64.51,2021-08-23
1885,105239,27.23,2021-07-16
1886,236329,53.7,2021-08-09
1887,596019,34.71,2021-08-01
1888,140682,19.41,2021-07-04
1889,134181,41.25,2021-06-29
1890,309565,68.37,2021-06-15
1891,896859,38.49,2021-07-13
1892,111283,27.32,2021-06-28
1893,833063,98.43,2021-07-27
1894,831359,33.35,2021-08-19
1895,702939,2.11,2021-07-27
1896,557492,0.76,2021-08-30
1897,461820,79.17,2021-07-16
1898,811563,53.47,2021-06-19
1899,569222,53.46,2021-08-18
1900,263494,14.73,2021-07-05
1901,553820,39.59,2021-07-28
1902,509524,73.2,2021-08-10
1903,686632,89.35,2021-07-07
1904,427038,4.06,2021-08-18
1905,833607,89.0,2021-08-27
1906,163658,8.84,2021-08-02
1907,423006,90.39,2021-06-02
1908,283747,19.52,2021-08-13
1909,243175,44.54,2021-07-08
1910,165077,66.04,2021-08-20
1911,120175,13.75,2021-08-20
1912,310124,9.64,2021-06-05
1913,650070,70.19,2021-06-06
1914,160501,41.29,2021-06-11
1915,327792,70.59,2021-08-17
1916,234679,65.7,2021-08-28
1917,365570,65.23,2021-06-02
1918,560166,96.49,2021-08-26
1919,426247,44.95,2021-06-16
1920,991342,48.33,2021-07-06
1921,321112,8.6,2021-06-18
1922,102595,19.01,2021-06-10
1923,757726,67.82,2021-08-20
1924,429190,63.86,2021-06-10
1925,630277,2.93,2021-07-11
1926,734942,74.26,2021-08-21
1927,830510,68.5,2021-07-23
1928,138089,18.46,2021-06-22
1929,902931,67.75,2021-06-17
1930,256307,26.32,2021-08-20
1931,145621,79.1,2021-07-18
1932,982276,81.31,2021-07-15
1933,729578,72.4,2021-06-29
1934,116801,11.01,2021-08-11
1935,553666,32.64,2021-08-07
1936,650583,16.02,2021-07-02
1937,416760,7.21,2021-06-27
1938,292501,56.25,2021-08-22
1939,123038,21.81,2021-06-17
1940,479456,6.94,2021-08-05
1941,170996,14.11,2021-07-28
1942,973860,63.93,2021-07-17
1943,293516,25.39,2021-07-30
1944,117811,10.95,2021-06-12
1945,302869,57.26,2021-06-05
1946,100477,24.54,2021-08-26
1947,825136,16.71,2021-07-24
1948,734044,27.87,2021-06-11
1949,522882,74.69,2021-06-05
1950,351119,8.83,2021-08-19
1951,515920,18.64,2021-08-10
1952,940254,55.34,2021-08-02
1953,565713,19.23,2021-06-01
1954,891658,12.15,2021-08-20
1955,557044,15.59,2021-06-03
1956,478202,23.57,2021-07-21
1957,403945,29.8,2021-07-24
1958,655151,33.91,2021-07-24
1959,472490,19.17,2021-07-31
1960,379552,65.9,2021-08-08
1961,374892,94.17,2021-08-06
1962,561763,2.43,2021-07-02
1963,108637,89.82,2021-07-26
1964,180936,32.6,2021-08-10
1965,620721,37.11,2021-07-17
1966,550870,2.64,2021-07-10
1967,159091,9.96,2021-06-06
1968,277435,72.67,2021-08-10
1969,262978,45.47,2021-07-02
1970,816350,21.14,2021-08-30
1971,883772,78.59,2021-07-09
1972,754156,99.08,2021-06-18
1973,676601,4.41,2021-07-23
1974,188827,11.13,2021-07-13
1975,421176,34.6,2021-06-21
1976,266165,5.97,2021-07-13
1977,546525,21.43,2021-07-30
1978,324733,33.0,2021-06-26
1979,309497,86.43,2021-07-10
1980,253977,11.99,2021-06-28
1981,488830,85.57,2021-08-05
1982,667420,65.12,2021-07-31
1983,111816,58.42,2021-06-09
1984,607864,88.13,2021-08-24
1985,723663,80.37,2021-07-16
1986,656208,35.91,2021-06-26
1987,190519,72.9,2021-08-27
1988,162640,40.19,2021-06-11
1989,350083,81.4,2021-08-09
1990,513605,35.05,2021-06-15
1991,633429,80.95,2021-06-02
1992,668080,7.74,2021-07-11
1993,693788,62.08,2021-07-06
1994,430899,82.87,2021-07-21
1995,550948,97.04,2021-07-26
1996,678690,94.26,2021-08-15
1997,695461,24.63,2021-07-08
1998,914560,21.9,2021-06-05
1999,751881,0.11,2021-06-02
2000,639898,11.73,2021-06-10
2001,322315,42.66,2021-06-30
2002,237860,21.51,2021-07-02
2003,679345,39.75,2021-06-22
2004,625382,17.48,2021-06-05
2005,239577,65.23,2021-08-27
2006,909555,5.04,2021-07-02
2007,990024,72.01,2021-08-26
2008,891711,34.4,2021-06-03
2009,630335,41.41,2021-08-13
2010,643985,1.78,2021-07-13
2011,296230,58.17,2021-08-21
2012,129226,34.18,2021-07-01
2013,199675,48.22,2021-07-10
2014,372417,33.02,2021-08-20
2015,404158,53.36,2021-06-25
2016,779831,88.04,2021-07-19
2017,562750,83.74,2021-06-26
2018,753857,53.89,2021-08-04
2019,916509,25.36,2021-08-19
2020,245463,86.73,2021-06-12
2021,480980,40.37,2021-08-03
2022,496295,7.31,2021-08-14
2023,893043,80.13,2021-06-02
2024,600963,32.9,2021-08-19
2025,393422,30.02,2021-06-13
2026,396175,84.85,2021-08-12
2027,315343,20.16,2021-08-02
2028,308295,87.66,2021-08-08
2029,855839,73.88,2021-08-11
2030,517518,65.2,2021-07-25
2031,644873,44.05,2021-08-25
2032,335918,95.87,2021-06-20
2033,955259,3.03,2021-08-03
2034,387064,17.16,2021-06-17
2035,472618,74.75,2021-08-22
2036,903902,17.87,2021-07-15
2037,155512,3.25,2021-06-22
2038,133121,83.21,2021-08-22
2039,314637,25.94,2021-08-17
2040,164862,26.93,2021-06-03
2041,216627,50.06,2021-08-29
2042,430962,35.74,2021-07-13
2043,384819,89.45,2021-06-28
2044,314884,41.95,2021-07-27
2045,700150,65.86,2021-08-14
2046,940071,56.3,2021-06-10
2047,102425,40.33,2021-06-30
2048,525571,92.93,2021-08-24
2049,655497,49.7,2021-07-15
2050,483604,6.75,2021-07-04
2051,408616,10.6,2021-07-06
2052,626247,69.99,2021-07-26
2053,280376,36.69,2021-06-01
2054,933681,73.92,2021-06-01
2055,421829,45.94,2021-08-30
2056,367911,73.94,2021-07-30
2057,422558,49.27,2021-07-30
2058,524728,39.05,2021-06-20
2059,231651,23.31,2021-08-18
2060,571811,99.21,2021-07-13
2061,644865,89.85,2021-08-25
2062,418323,1.31,2021-07-12
2063,109788,24.6,2021-06-11
2064,825896,81.37,2021-07-03
2065,321633,14.12,2021-07-13
2066,312810,0.86,2021-06-28
2067,927012,19.5,2021-07-11
2068,576991,40.19,2021-07-02
2069,480078,46.61,2021-07-10
2070,789642,26.14,2021-06-10
2071,368173,2.65,2021-07-13
2072,764282,86.32,2021-07-08
2073,962092,3.12,2021-07-10
2074,405211,56.74,2021-08-28
2075,764198,60.0,2021-07-06
2076,440896,16.11,2021-08-30
2077,199911,94.23,2021-08-05
2078,155586,98.44,2021-07-18
2079,351279,45.16,2021-08-04
2080,294405,78.84,2021-08-13
2081,404206,94.85,2021-07-05
2082,847938,17.57,2021-07-09
2083,540264,65.14,2021-06-19
2084,460208,28.52,2021-08-22
2085,947682,85.47,2021-08-19
2086,224169,99.13,2021-08-12
2087,968323,25.94,2021-07-15
2088,921588,78.99,2021-08-28
2089,736109,26.51,2021-07-28
2090,222445,62.91,2021-07-19
2091,122489,92.7,2021-08-21
2092,459557,44.17,2021-08-28
2093,550717,62.02,2021-07-07
2094,935023,99.76,2021-06-13
2095,626203,82.29,2021-08-27
2096,371825,60.85,2021-07-24
2097,400155,42.54,2021-07-14
2098,387149,69.49,2021-06-05
2099,869139,46.71,2021-06-16
2100,529802,87.98,2021-07-19
2101,677284,24.24,2021-08-12
2102,984815,65.85,2021-06-11
2103,766079,98.6,2021-06-04
2104,645684,59.07,2021-08-06
2105,165396,22.46,2021-06-10
2106,441247,86.33,2021-07-21
2107,148736,74.92,2021-08-12
2108,236685,31.97,2021-06-04
2109,488213,59.9,2021-07-10
2110,907722,44.24,2021-08-15
2111,948517,40.45,2021-06-07
2112,378816,31.55,2021-07-23
2113,109040,96.63,2021-06-10
2114,285463,59.66,2021-08-27
2115,475410,62.75,2021-07-01
2116,637902,15.45,2021-07-03
2117,571627,87.4,2021-06-19
2118,170217,18.65,2021-06-16
2119,127466,75.57,2021-06-11
2120,963430,18.09,2021-08-03
2121,876626,45.16,2021-06-02
2122,383062,12.13,2021-06-26
2123,108481,88.95,2021-08-25
2124,600642,21.56,2021-07-10
2125,699404,63.63,2021-07-19
2126,267115,68.76,2021-07-31
2127,854396,19.08,2021-08-01
2128,415140,11.56,2021-07-01
2129,616208,87.17,2021-07-01
2130,419880,33.22,2021-08-16
2131,304502,82.01,2021-06-06
2132,853092,66.82,2021-08-09
2133,199539,78.68,2021-08-11
2134,643300,27.49,2021-07-05
2135,265838,73.18,2021-06-10
2136,357891,22.92,2021-08-17
2137,801826,7.98,2021-07-12
2138,993881,26.61,2021-08-23
2139,619057,15.77,2021-07-18
2140,998797,83.13,2021-06-24
2141,774619,45.96,2021-07-12
2142,243458,63.85,2021-06-15
2143,135625,17.67,2021-07-23
2144,270356,5.67,2021-08-18
2145,291667,5.92,2021-08-06
2146,839923,66.21,2021-08-19
2147,808623,15.86,2021-07-28
2148,861601,68.95,2021-06-09
2149,960917,67.3,2021-06-13
2150,811032,38.2,2021-08-27
2151,745828,99.92,2021-06-03
2152,280237,52.69,2021-07-18
2153,960694,16.89,2021-07-28
2154,682621,75.73,2021-08-11
2155,989842,10.21,2021-07-15
2156,385801,21.49,2021-06-18
2157,880767,84.24,2021-07-13
2158,332591,8.02,2021-08-15
2159,868841,40.37,2021-06-26
2160,266235,81.57,2021-07-11
2161,191159,62.61,2021-07-22
2162,672284,15.65,2021-06-12
2163,904244,6.58,2021-07-11
2164,647784,62.44,2021-07-17
2165,170304,14.32,2021-08-15
2166,418179,51.62,2021-06-16
2167,956258,72.57,2021-06-14
2168,347580,38.71,2021-07-15
2169,769863,22.05,2021-07-02
2170,866954,38.4,2021-07-16
2171,544547,50.07,2021-08-23
2172,946305,85.96,2021-06-02
2173,300246,79.73,2021-08-05
2174,961154,3.26,2021-07-21
2175,524720,90.71,2021-06-06
2176,514854,54.32,2021-07-21
2177,410483,66.64,2021-06-01
2178,121473,87.41,2021-08-09
2179,674218,87.59,2021-07-01
2180,133672,93.21,2021-06-15
2181,936924,43.53,2021-06-18
2182,668219,15.11,2021-08-16
2183,898473,1.48,2021-08-12
2184,254450,51.05,2021-07-02
2185,706907,24.89,2021-06-05
2186,648513,93.63,2021-08-06
2187,352499,93.63,2021-07-05
2188,641930,85.83,2021-06-19
2189,920856,25.64,2021-08-29
2190,236508,27.35,2021-06-30
2191,554999,67.27,2021-06-08
2192,351842,64.88,2021-06-22
2193,461489,75.11,2021-06-01
2194,785488,25.19,2021-08-30
2195,650733,26.98,2021-06-08
2196,143380,2.91,2021-08-09
2197,575458,39.86,2021-08-10
2198,255896,93.97,2021-06-13
2199,259355,6.83,2021-08-04
2200,509000,86.34,2021-08-11
2201,352255,93.28,2021-06-01
2202,984545,10.53,2021-06-10
2203,216583,84.58,2021-08-07
2204,150092,81.05,2021-07-19
2205,967128,21.55,2021-07-12
2206,977262,36.52,2021-07-28
2207,649159,61.07,2021-08-19
2208,906614,21.05,2021-07-10
2209,943136,30.44,2021-06-30
2210,666048,85.95,2021-08-20
2211,762480,59.35,2021-08-24
2212,839225,18.97,2021-08-04
2213,227926,7.76,2021-07-20
2214,245374,60.01,2021-07-14
2215,177767,63.38,2021-06-27
2216,190440,49.31,2021-07-19
2217,133111,72.15,2021-08-05
2218,238767,26.77,2021-07-07
2219,630546,59.86,2021-08-03
2220,357992,53.26,2021-08-05
2221,109644,91.03,2021-07-13
2222,236350,52.24,2021-07-05
2223,864648,51.12,2021-08-22
2224,401328,4.79,2021-07-18
2225,346707,77.29,2021-08-14
2226,553931,63.59,2021-07-19
2227,678619,41.19,2021-07-25
2228,560757,67.05,2021-06-19
2229,286742,96.44,2021-07-27
2230,268410,34.05,2021-06-06
2231,144594,91.56,2021-06-15
2232,267700,2.51,2021-07-12
2233,693993,18.22,2021-07-16
2234,499852,86.11,2021-07-22
2235,937471,92.38,2021-07-09
2236,891854,33.02,2021-07-11
2237,589735,38.17,2021-07-07
2238,634348,84.67,2021-07-23
2239,979456,32.26,2021-06-29
2240,784111,1.05,2021-06-01
2241,371455,29.18,2021-06-27
2242,687125,92.88,2021-06-16
2243,538545,84.0,2021-07-25
2244,230604,52.5,2021-07-17
2245,795525,88.3,2021-06-25
2246,618825,66.97,2021-08-25
2247,246206,62.4,2021-06-23
2248,471563,92.75,2021-06-16
2249,765898,30.53,2021-06-17
2250,895214,29.39,2021-07-31
2251,248348,9.22,2021-07-21
2252,579267,10.68,2021-07-04
2253,460333,83.6,2021-06-03
2254,984032,91.91,2021-08-08
2255,998375,18.68,2021-06-30
2256,912658,47.82,2021-07-16
2257,549256,63.2,2021-07-16
2258,773505,82.69,2021-06-09
2259,696828,65.46,2021-07-02
2260,555334,4.02,2021-07-18
2261,425868,70.06,2021-07-21
2262,559770,63.99,2021-07-08
2263,496624,19.47,2021-08-07
2264,573911,53.17,2021-06-24
2265,726868,86.08,2021-07-30
2266,110428,53.36,2021-07-28
2267,149877,85.12,2021-08-15
2268,849023,39.32,2021-08-23
2269,902648,14.93,2021-06-16
2270,166321,53.68,2021-08-01
2271,502266,44.48,2021-07-24
2272,641644,2.34,2021-07-31
2273,513477,0.41,2021-06-29
2274,267437,68.34,2021-08-21
2275,385186,54.36,2021-08-07
2276,682333,14.3,2021-08-27
2277,375685,79.33,2021-06-22
2278,973548,40.68,2021-08-06
2279,875648,65.14,2021-07-17
2280,508762,37.67,2021-07-04
2281,375216,74.48,2021-08-26
2282,356062,51.35,2021-06-22
2283,953785,17.6,2021-07-08
2284,503999,35.71,2021-07-03
2285,372912,94.41,2021-06-25
2286,911090,55.45,2021-06-11
2287,689951,2.43,2021-06-15
2288,753069,66.65,2021-07-21
2289,629318,40.79,2021-06-22
2290,991278,92.56,2021-06-08
2291,785003,35.37,2021-08-04
2292,569571,60.97,2021-08-06
2293,308803,93.71,2021-08-29
2294,702190,7.03,2021-07-29
2295,451447,66.58,2021-06-18
2296,246565,65.5,2021-07-21
2297,253542,43.55,2021-08-10
2298,445628,67.05,2021-08-04
2299,964862,70.11,2021-08-16
2300,956126,12.36,2021-06-23
2301,678470,76.96,2021-08-28
2302,787641,49.51,2021-06-02
2303,902085,93.38,2021-07-01
2304,952371,96.5,2021-07-29
2305,993285,44.58,2021-08-20
2306,481737,66.96,2021-07-13
2307,206370,17.92,2021-08-07
2308,498622,14.1,2021-06-07
2309,438125,93.02,2021-06-26
2310,750264,81.76,2021-06-09
2311,895083,73.77,2021-07-14
2312,753495,6.0,2021-06-07
2313,376071,82.44,2021-08-27
2314,497618,31.44,2021-08-06
2315,322046,6.87,2021-07-06
2316,183762,29.19,2021-07-12
2317,894683,17.42,2021-08-02
2318,453038,77.15,2021-07-01
2319,634517,84.68,2021-06-07
2320,870315,31.75,2021-06-12
2321,577456,13.82,2021-07-18
2322,894139,33.53,2021-07-17
2323,813463,47.69,2021-08-27
2324,241558,63.22,2021-07-02
2325,708652,51.76,2021-07-11
2326,530729,18.92,2021-06-06
2327,995715,0.33,2021-08-25
2328,627721,47.35,2021-07-30
2329,391529,92.73,2021-06-15
2330,687293,24.09,2021-06-21
2331,983113,38.8,2021-07-27
2332,646134,21.61,2021-08-24
2333,154168,3.7,2021-08-12
2334,333903,13.78,2021-07-29
2335,758565,83.25,2021-06-10
2336,208966,3.02,2021-07-17
2337,155321,20.98,2021-07-15
2338,252999,1.92,2021-06-25
2339,154691,40.48,2021-07-25
2340,201352,37.4,2021-06-27
2341,573714,14.62,2021-08-18
2342,343849,10.27,2021-07-04
2343,327775,38.15,2021-08-18
2344,903527,6.15,2021-07-12
2345,846088,87.49,2021-06-27
2346,226739,98.26,2021-07-19
2347,315249,43.98,2021-07-25
2348,285981,14.67,2021-06-10
2349,295203,5.51,2021-08-06
2350,433409,71.26,2021-08-16
2351,138233,71.98,2021-06-13
2352,744079,82.96,2021-06-22
2353,802976,41.26,2021-08-27
2354,602972,97.99,2021-06-26
2355,832529,72.22,2021-07-11
2356,785096,10.57,2021-07-10
2357,419173,60.53,2021-06-22
2358,703253,29.4,2021-07-29
2359,648594,31.38,2021-07-19
2360,338308,45.25,2021-07-28
2361,862438,15.12,2021-08-11
2362,389147,43.93,2021-07-10
2363,718986,69.46,2021-06-05
2364,878904,62.7,2021-06-22
2365,899104,55.23,2021-06-24
2366,525986,35.6,2021-07-12
2367,890075,11.17,2021-08-07
2368,554912,6.72,2021-07-29
2369,600208,43.79,2021-07-08
2370,189727,91.58,2021-07-04
2371,608398,97.55,2021-08-19
2372,424465,46.58,2021-07-17
2373,486123,62.23,2021-07-09
2374,108877,97.75,2021-06-16
2375,398523,3.74,2021-08-11
2376,875917,22.03,2021-08-12
2377,664915,14.46,2021-07-06
2378,876944,66.92,2021-07-26
2379,957762,11.03,2021-07-23
2380,605876,15.48,2021-08-20
2381,538045,38.36,2021-07-05
2382,179743,86.08,2021-08-23
2383,269050,59.11,2021-08-14
2384,942130,8.73,2021-07-31
2385,308386,57.07,2021-07-25
2386,374248,36.8,2021-07-10
2387,154395,45.19,2021-08-06
2388,407534,45.23,2021-06-30
2389,945084,13.38,2021-06-23
2390,781288,18.58,2021-08-28
2391,557548,28.92,2021-07-19
2392,784641,55.2,2021-06-18
2393,720387,51.74,2021-06-05
2394,922550,52.52,2021-06-23
2395,438575,59.12,2021-06-29
2396,454487,97.88,2021-06-11
2397,898830,48.79,2021-07-22
2398,889689,85.63,2021-08-13
2399,322082,31.84,2021-06-16
2400,148656,60.88,2021-08-20
2401,446600,53.9,2021-06-17
2402,396383,31.43,2021-07-09
2403,377506,93.34,2021-06-12
2404,524537,49.59,2021-06-10
2405,212531,27.37,2021-07-31
2406,766089,71.41,2021-07-28
2407,315795,0.04,2021-06-22
2408,270102,8.76,2021-08-29
2409,343076,5.1,2021-06-08
2410,859651,55.53,2021-07-13
2411,151418,87.9,2021-08-26
2412,829140,68.47,2021-08-10
2413,353590,96.27,2021-08-04
2414,782515,36.81,2021-08-02
2415,320451,4.57,2021-06-13
2416,424539,82.97,2021-08-29
2417,755041,69.13,2021-08-28
2418,205465,83.42,2021-07-08
2419,155476,0.82,2021-06-25
2420,650717,6.22,2021-06-14
2421,400288,80.32,2021-08-28
2422,825226,17.29,2021-07-29
2423,730533,24.04,2021-06-25
2424,296284,60.57,2021-08-28
2425,114046,23.41,2021-07-30
2426,487348,46.52,2021-08-23
2427,969998,57.51,2021-08-16
2428,965222,82.19,2021-08-16
2429,523847,95.18,2021-08-05
2430,827321,55.08,2021-07-06
2431,657415,41.01,2021-07-09
2432,429402,26.94,2021-08-23
2433,358788,97.36,2021-06-18
2434,192221,2.51,2021-08-07
2435,208465,25.43,2021-08-17
2436,621825,10.2,2021-06-18
2437,255011,34.07,2021-07-07
2438,318094,3.52,2021-08-25
2439,387421,52.26,2021-06-30
2440,772223,22.81,2021-08-27
2441,650725,85.08,2021-07-06
2442,778058,88.15,2021-07-15
2443,545727,28.06,2021-08-21
2444,984833,88.92,2021-07-03
2445,196993,12.43,2021-08-09
2446,628374,47.66,2021-08-01
2447,432898,72.17,2021-07-31
2448,366584,37.84,2021-08-13
2449,535920,41.38,2021-08-05
2450,176057,81.23,2021-08-11
2451,296777,13.61,2021-08-25
2452,344900,0.62,2021-07-07
2453,908334,61.47,2021-06-22
2454,976312,70.11,2021-07-15
2455,439870,67.33,2021-06-05
2456,117687,20.84,2021-07-29
2457,727815,83.67,2021-06-14
2458,313301,17.9,2021-08-15
2459,164460,82.35,2021-06-29
2460,868823,50.48,2021-07-17
2461,226196,47.04,2021-06-09
2462,982751,97.51,2021-08-26
2463,552384,33.92,2021-08-28
2464,634855,54.15,2021-08-28
2465,638191,27.1,2021-07-10
2466,639426,38.81,2021-06-25
2467,145756,26.97,2021-08-24
2468,978511,43.01,2021-08-30
2469,945673,19.03,2021-06-08
2470,327583,37.69,2021-07-08
2471,887415,44.12,2021-07-21
2472,602460,83.46,2021-07-22
2473,676465,37.26,2021-06-14
2474,872059,60.13,2021-07-19
2475,222494,97.69,2021-07-30
2476,247371,63.85,2021-06-12
2477,724467,22.08,2021-07-18
2478,786020,52.66,2021-08-06
2479,355983,32.42,2021-07-28
2480,610170,52.2,2021-08-02
2481,415699,57.31,2021-06-09
2482,871110,20.58,2021-06-29
2483,980647,65.26,2021-06-28
2484,353381,24.19,2021-07-02
2485,633330,81.77,2021-08-23
2486,889192,89.48,2021-06-16
2487,252753,21.0,2021-07-04
2488,119428,86.46,2021-08-13
2489,917043,73.52,2021-07-16
2490,653122,55.41,2021-08-21
2491,674779,82.12,2021-08-06
2492,602821,41.01,2021-07-08
2493,629122,97.13,2021-08-18
2494,289630,27.91,2021-08-17
2495,330779,12.96,2021-08-23
2496,234307,39.94,2021-08-16
2497,606796,64.54,2021-06-18
2498,214692,40.4,2021-06-13
2499,413996,91.65,2021-06-17
2500,310542,87.7,2021-07-04
2501,827704,62.22,2021-06-25
2502,348088,71.93,2021-07-01
2503,412553,81.1,2021-06-18
2504,877043,31.76,2021-06-20
2505,837643,74.62,2021-07-27
2506,453354,80.85,2021-08-12
2507,756131,21.73,2021-06-11
2508,986891,56.48,2021-07-17
2509,432706,0.8,2021-07-15
2510,871069,61.82,2021-08-05
2511,217957,6.1,2021-06-26
2512,163517,46.15,2021-08-29
2513,834354,98.18,2021-08-10
2514,284644,32.9,2021-08-08
2515,732606,1.49,2021-08-03
2516,339715,54.93,2021-06-24
2517,152434,31.78,2021-07-13
2518,953666,21.01,2021-07-06
2519,685953,81.87,2021-06-27
2520,466021,33.75,2021-08-04
2521,178743,28.61,2021-08-08
2522,675882,16.36,2021-06-19
2523,426567,67.79,2021-07-03
2524,152654,30.82,2021-07-28
2525,480783,12.37,2021-08-02
2526,758209,67.5,2021-06-19
2527,200256,97.23,2021-08-07
2528,507359,92.46,2021-06-21
2529,352369,88.44,2021-07-27
2530,590393,73.67,2021-08-13
2531,734305,49.38,2021-08-08
2532,289113,40.37,2021-06-05
2533,128812,5.31,2021-07-11
2534,566996,16.47,2021-08-28
2535,692239,42.53,2021-06-16
2536,236340,63.82,2021-07-07
2537,835209,77.27,2021-08-03
2538,180596,71.84,2021-07-29
2539,423135,56.91,2021-08-29
2540,301696,41.41,2021-08-09
2541,780042,37.85,2021-07-16
2542,732213,85.99,2021-06-30
2543,194136,5.5,2021-08-27
2544,538927,65.78,2021-07-14
2545,871249,28.84,2021-07-09
2546,440640,74.45,2021-06-03
2547,260932,26.43,2021-07-23
2548,301374,29.08,2021-06-08
2549,329308,98.31,2021-07-21
2550,301935,47.54,2021-07-06
2551,161171,80.97,2021-08-29
2552,385570,92.18,2021-08-05
2553,814907,20.93,2021-07-16
2554,695424,85.94,2021-06-11
2555,994499,43.39,2021-08-20
2556,333268,8.83,2021-07-06
2557,334467,96.22,2021-08-07
2558,601458,78.04,2021-07-10
2559,676719,2.48,2021-07-11
2560,525347,6.36,2021-08-21
2561,268711,11.01,2021-07-09
2562,907925,58.0,2021-06-13
2563,238131,73.34,2021-06-16
2564,643829,30.4,2021-07-26
2565,289431,95.96,2021-08-24
2566,978943,87.73,2021-07-10
2567,171710,39.95,2021-07-30
2568,558085,0.16,2021-07-01
2569,900882,80.03,2021-08-22
2570,313591,52.02,2021-07-01
2571,308188,12.7,2021-07-16
2572,369158,90.03,2021-06-02
2573,704258,34.4,2021-08-06
2574,439841,60.23,2021-08-29
2575,547844,58.49,2021-07-01
2576,674057,84.96,2021-08-11
2577,160074,35.52,2021-08-03
2578,838618,79.23,2021-07-04
2579,827519,93.41,2021-06-14
2580,515202,35.18,2021-07-24
2581,258122,78.74,2021-06-15
2582,407475,89.57,2021-06-28
2583,491375,24.61,2021-07-07
2584,119120,46.55,2021-07-28
2585,387590,29.44,2021-08-27
2586,468130,31.08,2021-07-25
2587,862177,5.79,2021-07-03
2588,145277,31.88,2021-08-13
2589,759377,46.52,2021-07-21
2590,447987,14.57,2021-06-19
2591,674223,55.62,2021-07-18
2592,324703,85.86,2021-08-29
2593,836279,63.7,2021-07-10
2594,319517,35.3,2021-07-14
2595,527494,70.77,2021-07-09
2596,566896,72.02,2021-06-11
2597,302390,95.36,2021-08-10
2598,429839,7.61,2021-07-24
2599,259967,85.3,2021-07-30
2600,560549,93.16,2021-07-30
2601,268059,92.64,2021-07-17
2602,638446,74.78,2021-07-25
